query	sseqid	pident	length	mismatch	gapopen	qstart	qend	sstart	send	evalue	bitscore
ZymoMock_369906	Staphylococcus_aureus	99.767	429	1	0	1	429	794	366	0	787
ZymoMock_370104	Bacillus_subtilis	99.535	430	2	0	1	430	794	365	0	784
ZymoMock_370140	Lactobacillus_fermentum	98.834	429	5	0	1	429	812	384	0	765
ZymoMock_370149	Bacillus_subtilis	98.886	449	5	0	1	449	794	346	0	802
ZymoMock_370369	Staphylococcus_aureus	99.767	429	1	0	1	429	794	366	0	787
ZymoMock_370370	Staphylococcus_aureus	100	429	0	0	1	429	794	366	0	793
ZymoMock_370422	Staphylococcus_aureus	98.664	449	5	1	1	448	814	366	0	795
ZymoMock_370486	Listeria_monocytogenes	99.534	429	2	0	1	429	794	366	0	782
ZymoMock_370594	Listeria_monocytogenes	99.534	429	2	0	1	429	794	366	0	782
ZymoMock_370731	Enterococcus_faecalis	99.767	429	1	0	1	429	802	374	0	787
ZymoMock_370732	Listeria_monocytogenes	100	429	0	0	1	429	794	366	0	793
ZymoMock_370814	Enterococcus_faecalis	99.767	429	1	0	1	429	802	374	0	787
ZymoMock_370843	Bacillus_subtilis	99.767	430	1	0	1	430	794	365	0	789
ZymoMock_370920	Staphylococcus_aureus	99.332	449	3	0	1	449	794	346	0	813
ZymoMock_370987	Listeria_monocytogenes	99.767	429	1	0	1	429	794	366	0	787
ZymoMock_371267	Staphylococcus_aureus	100	429	0	0	1	429	794	366	0	793
ZymoMock_371341	Listeria_monocytogenes	99.767	429	1	0	1	429	794	366	0	787
ZymoMock_371446	Bacillus_subtilis	99.767	430	1	0	1	430	794	365	0	789
ZymoMock_371634	Listeria_monocytogenes	99.767	429	1	0	1	429	794	366	0	787
ZymoMock_371639	Staphylococcus_aureus	99.767	429	1	0	1	429	794	366	0	787
ZymoMock_371766	Salmonella_enterica	99.767	429	1	0	1	429	781	353	0	787
ZymoMock_371797	Enterococcus_faecalis	99.534	429	2	0	1	429	802	374	0	782
ZymoMock_371834	Staphylococcus_aureus	99.555	449	1	1	1	448	794	346	0	817
ZymoMock_371907	Bacillus_subtilis	99.767	430	1	0	1	430	794	365	0	789
ZymoMock_372042	Staphylococcus_aureus	99.767	429	1	0	1	429	794	366	0	787
ZymoMock_372229	Listeria_monocytogenes	99.109	449	4	0	1	449	794	346	0	808
ZymoMock_372306	Listeria_monocytogenes	99.534	429	2	0	1	429	794	366	0	782
ZymoMock_372533	Staphylococcus_aureus	99.767	429	1	0	1	429	794	366	0	787
ZymoMock_372699	Salmonella_enterica	98.368	429	7	0	1	429	781	353	0	754
ZymoMock_372907	Listeria_monocytogenes	99.767	429	1	0	1	429	794	366	0	787
ZymoMock_372912	Salmonella_enterica	98.834	429	5	0	1	429	781	353	0	765
ZymoMock_373435	Escherichia_coli	99.301	429	3	0	1	429	786	358	0	776
ZymoMock_373456	Staphylococcus_aureus	99.534	429	2	0	1	429	794	366	0	782
ZymoMock_373508	Listeria_monocytogenes	99.068	429	4	0	1	429	794	366	0	771
ZymoMock_373582	Staphylococcus_aureus	99.534	429	2	0	1	429	794	366	0	782
ZymoMock_373637	Bacillus_subtilis	99.535	430	2	0	1	430	794	365	0	784
ZymoMock_373253	Bacillus_subtilis	99.767	430	1	0	1	430	794	365	0	789
ZymoMock_373801	Staphylococcus_aureus	100	429	0	0	1	429	794	366	0	793
ZymoMock_373797	Enterococcus_faecalis	99.109	449	4	0	1	449	802	354	0	808
ZymoMock_373939	Enterococcus_faecalis	99.068	429	4	0	1	429	802	374	0	771
ZymoMock_374045	Staphylococcus_aureus	99.534	429	2	0	1	429	794	366	0	782
ZymoMock_374158	Staphylococcus_aureus	99.555	449	2	0	1	449	794	346	0	819
ZymoMock_374274	Staphylococcus_aureus	99.767	429	1	0	1	429	794	366	0	787
ZymoMock_374282	Staphylococcus_aureus	99.767	429	1	0	1	429	794	366	0	787
ZymoMock_374366	Lactobacillus_fermentum	98.834	429	5	0	1	429	812	384	0	765
ZymoMock_374429	Enterococcus_faecalis	99.545	440	2	0	10	449	813	374	0	802
ZymoMock_374501	Bacillus_subtilis	100	430	0	0	1	430	794	365	0	795
ZymoMock_374536	Bacillus_subtilis	100	430	0	0	1	430	794	365	0	795
ZymoMock_374620	Pseudomonas_aeruginosa	99.534	429	2	0	1	429	771	343	0	782
ZymoMock_374764	Staphylococcus_aureus	100	429	0	0	1	429	794	366	0	793
ZymoMock_374824	Staphylococcus_aureus	99.767	429	1	0	1	429	794	366	0	787
ZymoMock_374848	Staphylococcus_aureus	100	429	0	0	1	429	794	366	0	793
ZymoMock_375104	Bacillus_subtilis	100	430	0	0	1	430	794	365	0	795
ZymoMock_375255	Listeria_monocytogenes	100	429	0	0	1	429	794	366	0	793
ZymoMock_375492	Listeria_monocytogenes	100	429	0	0	1	429	794	366	0	793
ZymoMock_375489	Bacillus_subtilis	100	430	0	0	1	430	794	365	0	795
ZymoMock_375659	Enterococcus_faecalis	95.804	429	18	0	1	429	802	374	0	693
ZymoMock_375677	Listeria_monocytogenes	100	429	0	0	1	429	794	366	0	793
ZymoMock_375839	Listeria_monocytogenes	100	429	0	0	1	429	794	366	0	793
ZymoMock_376005	Bacillus_subtilis	99.535	430	2	0	1	430	794	365	0	784
ZymoMock_376100	Enterococcus_faecalis	100	429	0	0	1	429	802	374	0	793
ZymoMock_376326	Listeria_monocytogenes	99.534	429	2	0	1	429	794	366	0	782
ZymoMock_376488	Bacillus_subtilis	100	430	0	0	1	430	794	365	0	795
ZymoMock_376503	Listeria_monocytogenes	99.534	429	2	0	1	429	794	366	0	782
ZymoMock_376837	Salmonella_enterica	99.767	429	1	0	1	429	781	353	0	787
ZymoMock_377005	Bacillus_subtilis	99.302	430	3	0	1	430	794	365	0	778
ZymoMock_377063	Bacillus_subtilis	100	430	0	0	1	430	794	365	0	795
ZymoMock_377153	Bacillus_subtilis	99.535	430	2	0	1	430	794	365	0	784
ZymoMock_377161	Bacillus_subtilis	99.556	450	2	0	1	450	814	365	0	821
ZymoMock_377219	Escherichia_coli	99.301	429	3	0	1	429	786	358	0	776
ZymoMock_377441	Bacillus_subtilis	99.07	430	4	0	1	430	794	365	0	773
ZymoMock_377575	Staphylococcus_aureus	99.767	429	1	0	1	429	794	366	0	787
ZymoMock_377606	Salmonella_enterica	99.301	429	3	0	1	429	781	353	0	776
ZymoMock_377738	Enterococcus_faecalis	99.333	450	2	1	1	450	822	374	0	813
ZymoMock_377779	Salmonella_enterica	99.767	429	1	0	1	429	781	353	0	787
ZymoMock_377939	Staphylococcus_aureus	99.777	449	1	0	1	449	794	346	0	824
ZymoMock_378019	Staphylococcus_aureus	100	429	0	0	1	429	794	366	0	793
ZymoMock_378234	Listeria_monocytogenes	100	429	0	0	1	429	794	366	0	793
ZymoMock_378263	Staphylococcus_aureus	99.301	429	3	0	1	429	794	366	0	776
ZymoMock_378331	Staphylococcus_aureus	99.534	429	2	0	1	429	794	366	0	782
ZymoMock_378392	Bacillus_subtilis	99.767	430	1	0	1	430	794	365	0	789
ZymoMock_378416	Staphylococcus_aureus	99.767	429	1	0	1	429	794	366	0	787
ZymoMock_378452	Listeria_monocytogenes	100	429	0	0	1	429	794	366	0	793
ZymoMock_378480	Escherichia_coli	99.767	429	1	0	1	429	786	358	0	787
ZymoMock_378506	Listeria_monocytogenes	100	429	0	0	1	429	794	366	0	793
ZymoMock_378514	Listeria_monocytogenes	99.767	429	1	0	1	429	794	366	0	787
ZymoMock_378513	Listeria_monocytogenes	98.834	429	5	0	1	429	794	366	0	765
ZymoMock_378563	Enterococcus_faecalis	99.767	429	1	0	1	429	802	374	0	787
ZymoMock_378593	Enterococcus_faecalis	99.767	429	1	0	1	429	802	374	0	787
ZymoMock_378599	Enterococcus_faecalis	99.555	449	0	2	1	447	802	354	0	817
ZymoMock_378823	Bacillus_subtilis	98.886	449	5	0	1	449	794	346	0	802
ZymoMock_379044	Listeria_monocytogenes	99.534	429	2	0	1	429	794	366	0	782
ZymoMock_379055	Salmonella_enterica	99.534	429	2	0	1	429	781	353	0	782
ZymoMock_379058	Escherichia_coli	99.767	429	1	0	1	429	786	358	0	787
ZymoMock_379282	Listeria_monocytogenes	100	429	0	0	1	429	794	366	0	793
ZymoMock_379671	Bacillus_subtilis	99.767	430	1	0	1	430	794	365	0	789
ZymoMock_379754	Listeria_monocytogenes	100	429	0	0	1	429	794	366	0	793
ZymoMock_379780	Listeria_monocytogenes	99.534	429	2	0	1	429	794	366	0	782
ZymoMock_379784	Staphylococcus_aureus	99.555	449	1	1	1	448	794	346	0	817
ZymoMock_379800	Listeria_monocytogenes	99.767	429	1	0	1	429	794	366	0	787
ZymoMock_379898	Enterococcus_faecalis	100	429	0	0	1	429	802	374	0	793
ZymoMock_380173	Listeria_monocytogenes	99.109	449	3	1	1	448	794	346	0	806
ZymoMock_380189	Staphylococcus_aureus	99.777	449	0	1	1	448	794	346	0	822
ZymoMock_380225	Listeria_monocytogenes	99.068	429	4	0	1	429	794	366	0	771
ZymoMock_380459	Enterococcus_faecalis	99.534	429	2	0	1	429	802	374	0	782
ZymoMock_380464	Listeria_monocytogenes	100	429	0	0	1	429	794	366	0	793
ZymoMock_380643	Salmonella_enterica	99.301	429	3	0	1	429	781	353	0	776
ZymoMock_380642	Staphylococcus_aureus	99.767	429	1	0	1	429	794	366	0	787
ZymoMock_380691	Enterococcus_faecalis	100	429	0	0	1	429	802	374	0	793
ZymoMock_380815	Bacillus_subtilis	99.767	430	1	0	1	430	794	365	0	789
ZymoMock_380896	Bacillus_subtilis	99.767	430	1	0	1	430	794	365	0	789
ZymoMock_380942	Bacillus_subtilis	99.778	450	1	0	1	450	794	345	0	826
ZymoMock_381041	Staphylococcus_aureus	98.834	429	5	0	1	429	794	366	0	765
ZymoMock_381045	Staphylococcus_aureus	99.534	429	2	0	1	429	794	366	0	782
ZymoMock_381106	Bacillus_subtilis	100	430	0	0	1	430	794	365	0	795
ZymoMock_381119	Bacillus_subtilis	99.767	430	1	0	1	430	794	365	0	789
ZymoMock_381295	Bacillus_subtilis	99.535	430	2	0	1	430	794	365	0	784
ZymoMock_381342	Bacillus_subtilis	100	430	0	0	1	430	794	365	0	795
ZymoMock_381781	Bacillus_subtilis	97.674	430	10	0	1	430	794	365	0	739
ZymoMock_381793	Bacillus_subtilis	99.302	430	3	0	1	430	794	365	0	778
ZymoMock_381909	Bacillus_subtilis	98.441	449	7	0	1	449	794	346	0	791
ZymoMock_382436	Staphylococcus_aureus	99.301	429	3	0	1	429	794	366	0	776
ZymoMock_382488	Bacillus_subtilis	99.767	430	1	0	1	430	794	365	0	789
ZymoMock_382668	Staphylococcus_aureus	99.766	427	1	0	1	427	794	368	0	784
ZymoMock_382773	Listeria_monocytogenes	100	429	0	0	1	429	794	366	0	793
ZymoMock_382814	Listeria_monocytogenes	99.767	429	1	0	1	429	794	366	0	787
ZymoMock_382817	Enterococcus_faecalis	99.767	429	1	0	1	429	802	374	0	787
ZymoMock_382990	Listeria_monocytogenes	99.301	429	3	0	1	429	794	366	0	776
ZymoMock_383140	Enterococcus_faecalis	99.068	429	4	0	1	429	802	374	0	771
ZymoMock_383250	Bacillus_subtilis	99.778	450	1	0	1	450	794	345	0	826
ZymoMock_383378	Staphylococcus_aureus	99.332	449	3	0	1	449	814	366	0	813
ZymoMock_383699	Staphylococcus_aureus	99.767	429	1	0	1	429	794	366	0	787
ZymoMock_383841	Bacillus_subtilis	99.535	430	2	0	1	430	794	365	0	784
ZymoMock_384144	Bacillus_subtilis	99.767	430	1	0	1	430	794	365	0	789
ZymoMock_384300	Pseudomonas_aeruginosa	99.767	429	1	0	1	429	771	343	0	787
ZymoMock_384518	Staphylococcus_aureus	99.767	429	1	0	1	429	794	366	0	787
ZymoMock_384529	Lactobacillus_fermentum	94.172	429	25	0	1	429	812	384	0	654
ZymoMock_384654	Staphylococcus_aureus	99.767	429	1	0	1	429	794	366	0	787
ZymoMock_384897	Listeria_monocytogenes	99.767	429	1	0	1	429	794	366	0	787
ZymoMock_384952	Listeria_monocytogenes	99.534	429	2	0	1	429	794	366	0	782
ZymoMock_385058	Bacillus_subtilis	98.667	450	6	0	1	450	794	345	0	798
ZymoMock_385070	Staphylococcus_aureus	100	429	0	0	1	429	794	366	0	793
ZymoMock_385302	Staphylococcus_aureus	99.767	429	1	0	1	429	794	366	0	787
ZymoMock_385484	Bacillus_subtilis	100	430	0	0	1	430	794	365	0	795
ZymoMock_385650	Enterococcus_faecalis	97.203	429	12	0	1	429	802	374	0	726
ZymoMock_385825	Enterococcus_faecalis	99.534	429	2	0	1	429	802	374	0	782
ZymoMock_385943	Staphylococcus_aureus	100	429	0	0	1	429	794	366	0	793
ZymoMock_386078	Enterococcus_faecalis	100	429	0	0	1	429	802	374	0	793
ZymoMock_386260	Staphylococcus_aureus	99.107	448	4	0	1	448	794	347	0	806
ZymoMock_386600	Bacillus_subtilis	99.767	430	1	0	1	430	794	365	0	789
ZymoMock_386670	Staphylococcus_aureus	100	429	0	0	1	429	794	366	0	793
ZymoMock_386721	Staphylococcus_aureus	99.332	449	3	0	1	449	794	346	0	813
ZymoMock_387249	Bacillus_subtilis	99.557	451	1	1	1	451	814	365	0	821
ZymoMock_387292	Bacillus_subtilis	98.891	451	4	1	1	451	814	365	0	804
ZymoMock_387442	Staphylococcus_aureus	99.534	429	2	0	1	429	794	366	0	782
ZymoMock_387457	Bacillus_subtilis	100	430	0	0	1	430	794	365	0	795
ZymoMock_387664	Staphylococcus_aureus	99.767	429	1	0	1	429	794	366	0	787
ZymoMock_387657	Staphylococcus_aureus	99.534	429	2	0	1	429	794	366	0	782
ZymoMock_387739	Enterococcus_faecalis	100	429	0	0	1	429	802	374	0	793
ZymoMock_387749	Staphylococcus_aureus	100	429	0	0	1	429	794	366	0	793
ZymoMock_387825	Salmonella_enterica	98.135	429	8	0	1	429	781	353	0	749
ZymoMock_387918	Staphylococcus_aureus	99.556	450	2	0	1	450	794	345	0	821
ZymoMock_388047	Enterococcus_faecalis	98.884	448	5	0	1	448	802	355	0	800
ZymoMock_388189	Pseudomonas_aeruginosa	98.218	449	8	0	1	449	771	323	0	785
ZymoMock_388207	Listeria_monocytogenes	99.301	429	3	0	1	429	794	366	0	776
ZymoMock_388312	Listeria_monocytogenes	100	429	0	0	1	429	794	366	0	793
ZymoMock_388323	Staphylococcus_aureus	99.767	429	1	0	1	429	794	366	0	787
ZymoMock_388330	Salmonella_enterica	99.534	429	2	0	1	429	781	353	0	782
ZymoMock_388344	Staphylococcus_aureus	99.534	429	2	0	1	429	794	366	0	782
ZymoMock_388704	Listeria_monocytogenes	99.767	429	1	0	1	429	794	366	0	787
ZymoMock_388867	Pseudomonas_aeruginosa	99.767	429	1	0	1	429	771	343	0	787
ZymoMock_389241	Listeria_monocytogenes	98.884	448	5	0	1	448	794	347	0	800
ZymoMock_389307	Bacillus_subtilis	99.556	450	2	0	1	450	794	345	0	821
ZymoMock_389408	Staphylococcus_aureus	100	429	0	0	1	429	794	366	0	793
ZymoMock_389583	Enterococcus_faecalis	99.068	429	4	0	1	429	802	374	0	771
ZymoMock_389680	Enterococcus_faecalis	100	429	0	0	1	429	802	374	0	793
ZymoMock_389704	Enterococcus_faecalis	99.301	429	3	0	1	429	802	374	0	776
ZymoMock_389725	Bacillus_subtilis	99.07	430	4	0	1	430	794	365	0	773
ZymoMock_389992	Staphylococcus_aureus	100	429	0	0	1	429	794	366	0	793
ZymoMock_390089	Bacillus_subtilis	100	430	0	0	1	430	794	365	0	795
ZymoMock_390122	Listeria_monocytogenes	100	429	0	0	1	429	794	366	0	793
ZymoMock_390278	Enterococcus_faecalis	99.767	429	1	0	1	429	802	374	0	787
ZymoMock_390347	Bacillus_subtilis	99.302	430	3	0	1	430	794	365	0	778
ZymoMock_390431	Staphylococcus_aureus	99.534	429	2	0	1	429	794	366	0	782
ZymoMock_390539	Enterococcus_faecalis	100	429	0	0	1	429	802	374	0	793
ZymoMock_390607	Staphylococcus_aureus	99.534	429	2	0	1	429	794	366	0	782
ZymoMock_390649	Listeria_monocytogenes	100	429	0	0	1	429	794	366	0	793
ZymoMock_390734	Bacillus_subtilis	98.444	450	7	0	1	450	794	345	0	793
ZymoMock_390945	Bacillus_subtilis	99.302	430	3	0	1	430	794	365	0	778
ZymoMock_391032	Listeria_monocytogenes	99.767	429	1	0	1	429	794	366	0	787
ZymoMock_391074	Staphylococcus_aureus	99.332	449	3	0	1	449	794	346	0	813
ZymoMock_391141	Enterococcus_faecalis	100	429	0	0	1	429	802	374	0	793
ZymoMock_391443	Bacillus_subtilis	99.07	430	4	0	1	430	794	365	0	773
ZymoMock_391336	Staphylococcus_aureus	99.332	449	3	0	1	449	794	346	0	813
ZymoMock_391944	Staphylococcus_aureus	99.534	429	2	0	1	429	794	366	0	782
ZymoMock_392090	Staphylococcus_aureus	99.534	429	2	0	1	429	794	366	0	782
ZymoMock_392371	Listeria_monocytogenes	100	429	0	0	1	429	794	366	0	793
ZymoMock_392639	Lactobacillus_fermentum	97.436	429	11	0	1	429	812	384	0	732
ZymoMock_392637	Bacillus_subtilis	99.302	430	3	0	1	430	794	365	0	778
ZymoMock_392768	Enterococcus_faecalis	99.534	429	2	0	1	429	802	374	0	782
ZymoMock_392881	Staphylococcus_aureus	99.068	429	4	0	1	429	794	366	0	771
ZymoMock_392947	Bacillus_subtilis	99.767	430	1	0	1	430	794	365	0	789
ZymoMock_393209	Staphylococcus_aureus	99.767	429	1	0	1	429	794	366	0	787
ZymoMock_393341	Staphylococcus_aureus	99.767	429	1	0	1	429	794	366	0	787
ZymoMock_393680	Staphylococcus_aureus	99.534	429	2	0	1	429	794	366	0	782
ZymoMock_393728	Listeria_monocytogenes	99.777	448	1	0	1	448	794	347	0	822
ZymoMock_393864	Staphylococcus_aureus	99.534	429	2	0	1	429	794	366	0	782
ZymoMock_394075	Bacillus_subtilis	99.767	430	1	0	1	430	794	365	0	789
ZymoMock_394458	Bacillus_subtilis	99.535	430	2	0	1	430	794	365	0	784
ZymoMock_394707	Listeria_monocytogenes	100	448	0	0	1	448	794	347	0	828
ZymoMock_394727	Bacillus_subtilis	99.302	430	3	0	1	430	794	365	0	778
ZymoMock_395208	Staphylococcus_aureus	100	429	0	0	1	429	794	366	0	793
ZymoMock_395445	Bacillus_subtilis	99.07	430	4	0	1	430	794	365	0	773
ZymoMock_395490	Listeria_monocytogenes	100	429	0	0	1	429	794	366	0	793
ZymoMock_395519	Pseudomonas_aeruginosa	99.534	429	2	0	1	429	771	343	0	782
ZymoMock_395998	Enterococcus_faecalis	99.767	429	1	0	1	429	802	374	0	787
ZymoMock_396433	Salmonella_enterica	99.534	429	2	0	1	429	781	353	0	782
ZymoMock_396624	Listeria_monocytogenes	99.068	429	4	0	1	429	794	366	0	771
ZymoMock_396641	Listeria_monocytogenes	100	448	0	0	1	448	794	347	0	828
ZymoMock_396717	Bacillus_subtilis	100	430	0	0	1	430	794	365	0	795
ZymoMock_396870	Enterococcus_faecalis	99.534	429	2	0	1	429	802	374	0	782
ZymoMock_396892	Enterococcus_faecalis	99.068	429	4	0	1	429	802	374	0	771
ZymoMock_397014	Enterococcus_faecalis	99.767	429	1	0	1	429	802	374	0	787
ZymoMock_395027	Listeria_monocytogenes	99.534	429	2	0	1	429	794	366	0	782
ZymoMock_397268	Listeria_monocytogenes	98.664	449	6	0	1	449	794	346	0	797
ZymoMock_397438	Salmonella_enterica	98.834	429	5	0	1	429	781	353	0	765
ZymoMock_397871	Listeria_monocytogenes	99.301	429	3	0	1	429	794	366	0	776
ZymoMock_397928	Staphylococcus_aureus	99.767	429	1	0	1	429	794	366	0	787
ZymoMock_398133	Lactobacillus_fermentum	98.368	429	7	0	1	429	812	384	0	754
ZymoMock_398452	Listeria_monocytogenes	100	429	0	0	1	429	794	366	0	793
ZymoMock_398635	Bacillus_subtilis	100	430	0	0	1	430	794	365	0	795
ZymoMock_398756	Listeria_monocytogenes	99.301	429	3	0	1	429	794	366	0	776
ZymoMock_398915	Listeria_monocytogenes	100	429	0	0	1	429	794	366	0	793
ZymoMock_399151	Staphylococcus_aureus	99.332	449	3	0	1	449	794	346	0	813
ZymoMock_399199	Bacillus_subtilis	98.891	451	5	0	1	451	794	344	0	806
ZymoMock_399545	Bacillus_subtilis	100	430	0	0	1	430	794	365	0	795
ZymoMock_399566	Lactobacillus_fermentum	98.601	429	6	0	1	429	812	384	0	760
ZymoMock_399620	Bacillus_subtilis	98.889	450	5	0	1	450	794	345	0	804
ZymoMock_399659	Listeria_monocytogenes	98.834	429	5	0	1	429	794	366	0	765
ZymoMock_399844	Listeria_monocytogenes	99.767	429	1	0	1	429	794	366	0	787
ZymoMock_399885	Listeria_monocytogenes	99.534	429	2	0	1	429	794	366	0	782
ZymoMock_400259	Listeria_monocytogenes	99.301	429	3	0	1	429	794	366	0	776
ZymoMock_400292	Staphylococcus_aureus	98.601	429	6	0	1	429	794	366	0	760
ZymoMock_400347	Staphylococcus_aureus	98.661	448	6	0	1	448	794	347	0	795
ZymoMock_400410	Staphylococcus_aureus	99.301	429	3	0	1	429	794	366	0	776
ZymoMock_400642	Lactobacillus_fermentum	98.368	429	7	0	1	429	812	384	0	754
ZymoMock_400795	Staphylococcus_aureus	97.773	449	10	0	1	449	794	346	0	774
ZymoMock_402661	Bacillus_subtilis	99.767	430	1	0	1	430	794	365	0	789
ZymoMock_402818	Enterococcus_faecalis	99.068	429	4	0	1	429	802	374	0	771
ZymoMock_402941	Escherichia_coli	98.661	448	6	0	1	448	786	339	0	795
ZymoMock_403184	Staphylococcus_aureus	97.991	448	9	0	1	448	794	347	0	778
ZymoMock_403190	Listeria_monocytogenes	97.216	467	13	0	2	468	813	347	0	791
ZymoMock_403243	Bacillus_subtilis	99.07	430	4	0	1	430	794	365	0	773
ZymoMock_403245	Bacillus_subtilis	99.767	430	1	0	1	430	794	365	0	789
ZymoMock_403739	Bacillus_subtilis	99.535	430	2	0	1	430	794	365	0	784
ZymoMock_403745	Listeria_monocytogenes	99.068	429	4	0	1	429	794	366	0	771
ZymoMock_403772	Bacillus_subtilis	98.372	430	7	0	1	430	794	365	0	756
ZymoMock_403786	Bacillus_subtilis	99.535	430	2	0	1	430	794	365	0	784
ZymoMock_403877	Staphylococcus_aureus	99.767	429	1	0	1	429	794	366	0	787
ZymoMock_403952	Staphylococcus_aureus	98.601	429	6	0	1	429	794	366	0	760
ZymoMock_404094	Staphylococcus_aureus	99.301	429	3	0	1	429	794	366	0	776
ZymoMock_404178	Listeria_monocytogenes	99.301	429	3	0	1	429	794	366	0	776
ZymoMock_404554	Pseudomonas_aeruginosa	99.767	429	1	0	1	429	771	343	0	787
ZymoMock_404595	Listeria_monocytogenes	99.534	429	2	0	1	429	794	366	0	782
ZymoMock_404634	Listeria_monocytogenes	100	429	0	0	1	429	794	366	0	793
ZymoMock_404884	Bacillus_subtilis	99.302	430	3	0	1	430	794	365	0	778
ZymoMock_404999	Staphylococcus_aureus	99.534	429	2	0	1	429	794	366	0	782
ZymoMock_405053	Staphylococcus_aureus	97.669	429	10	0	1	429	794	366	0	737
ZymoMock_405127	Listeria_monocytogenes	99.767	429	1	0	1	429	794	366	0	787
ZymoMock_405314	Bacillus_subtilis	99.333	450	3	0	1	450	794	345	0	815
ZymoMock_405363	Staphylococcus_aureus	99.534	429	2	0	1	429	794	366	0	782
ZymoMock_405593	Listeria_monocytogenes	98.601	429	6	0	1	429	794	366	0	760
ZymoMock_405788	Staphylococcus_aureus	99.332	449	3	0	1	449	794	346	0	813
ZymoMock_406056	Listeria_monocytogenes	99.534	429	2	0	1	429	794	366	0	782
ZymoMock_407539	Enterococcus_faecalis	99.534	429	2	0	1	429	802	374	0	782
ZymoMock_407872	Listeria_monocytogenes	99.301	429	3	0	1	429	794	366	0	776
ZymoMock_407967	Enterococcus_faecalis	98.368	429	7	0	1	429	802	374	0	754
ZymoMock_407991	Bacillus_subtilis	98.605	430	6	0	1	430	794	365	0	761
ZymoMock_408073	Bacillus_subtilis	97.105	449	13	0	1	449	794	346	0	758
ZymoMock_408376	Listeria_monocytogenes	98.601	429	6	0	1	429	794	366	0	760
ZymoMock_409246	Bacillus_subtilis	97.778	450	10	0	1	450	794	345	0	776
ZymoMock_409769	Listeria_monocytogenes	99.068	429	4	0	1	429	794	366	0	771
ZymoMock_409877	Listeria_monocytogenes	99.301	429	3	0	1	429	794	366	0	776
ZymoMock_410042	Listeria_monocytogenes	99.301	429	3	0	1	429	794	366	0	776
ZymoMock_410457	Listeria_monocytogenes	97.55	449	11	0	1	449	794	346	0	769
ZymoMock_411000	Enterococcus_faecalis	95.759	448	19	0	1	448	802	355	0	723
ZymoMock_411546	Listeria_monocytogenes	98.601	429	6	0	1	429	794	366	0	760
ZymoMock_411587	Listeria_monocytogenes	99.767	429	1	0	1	429	794	366	0	787
ZymoMock_414244	Staphylococcus_aureus	97.098	448	13	0	2	449	813	366	0	756
ZymoMock_417475	Listeria_monocytogenes	96.875	448	14	0	1	448	794	347	0	750
ZymoMock_417524	Staphylococcus_aureus	97.773	449	10	0	1	449	794	346	0	774
ZymoMock_419190	Staphylococcus_aureus	99.068	429	4	0	1	429	794	366	0	771
ZymoMock_419491	Staphylococcus_aureus	90.611	458	43	0	11	468	804	347	4.14E-177	608
ZymoMock_419596	Staphylococcus_aureus	99.767	429	1	0	1	429	794	366	0	787
ZymoMock_420589	Listeria_monocytogenes	96.368	468	17	0	1	468	814	347	0	771
ZymoMock_421982	Listeria_monocytogenes	99.301	429	3	0	1	429	794	366	0	776
ZymoMock_425627	Staphylococcus_aureus	99.767	429	1	0	1	429	794	366	0	787
ZymoMock_425906	Staphylococcus_aureus	99.301	429	3	0	1	429	794	366	0	776
ZymoMock_426063	Staphylococcus_aureus	99.767	429	1	0	1	429	794	366	0	787
ZymoMock_426290	Listeria_monocytogenes	100	429	0	0	1	429	794	366	0	793
ZymoMock_426599	Bacillus_subtilis	99.767	430	1	0	1	430	794	365	0	789
ZymoMock_426695	Bacillus_subtilis	97.209	430	12	0	1	430	794	365	0	728
ZymoMock_427300	Staphylococcus_aureus	99.767	429	1	0	1	429	794	366	0	787
ZymoMock_427504	Bacillus_subtilis	99.302	430	3	0	1	430	794	365	0	778
ZymoMock_427665	Escherichia_coli	99.534	429	2	0	1	429	786	358	0	782
ZymoMock_427739	Staphylococcus_aureus	99.301	429	3	0	1	429	794	366	0	776
ZymoMock_427786	Staphylococcus_aureus	99.068	429	4	0	1	429	794	366	0	771
ZymoMock_428035	Escherichia_coli	99.767	429	1	0	1	429	786	358	0	787
ZymoMock_428476	Bacillus_subtilis	99.302	430	3	0	1	430	794	365	0	778
ZymoMock_428637	Listeria_monocytogenes	99.109	449	4	0	1	449	794	346	0	808
ZymoMock_428666	Enterococcus_faecalis	99.767	429	1	0	1	429	802	374	0	787
ZymoMock_428686	Listeria_monocytogenes	99.534	429	2	0	1	429	794	366	0	782
ZymoMock_428918	Listeria_monocytogenes	98.601	429	6	0	1	429	794	366	0	760
ZymoMock_428939	Enterococcus_faecalis	99.534	429	2	0	1	429	802	374	0	782
ZymoMock_429064	Listeria_monocytogenes	99.301	429	3	0	1	429	794	366	0	776
ZymoMock_429061	Listeria_monocytogenes	99.332	449	3	0	1	449	794	346	0	813
ZymoMock_429201	Enterococcus_faecalis	99.767	429	1	0	1	429	802	374	0	787
ZymoMock_429252	Bacillus_subtilis	99.767	430	1	0	1	430	794	365	0	789
ZymoMock_429419	Bacillus_subtilis	99.535	430	2	0	1	430	794	365	0	784
ZymoMock_429529	Bacillus_subtilis	99.535	430	2	0	1	430	794	365	0	784
ZymoMock_429581	Staphylococcus_aureus	98.834	429	5	0	1	429	794	366	0	765
